_id,bgColor,createdAt,deleted,order,removedBy,slug,status,title,updatedAt,userId,workspaceId
Jqi7oaruK9D4qgFw9,"rgb(77,184,118)",2018-09-20T20:07:50.395Z,false,12,,reading-reflections-week-3,public,Reading Reflections Week 3,2018-11-16T00:46:35.114Z,8nDDuSkJHBZuXp8Mf,qMvJuk48atWs86Z2P
5ipDXepQtG5yk5L3E,"rgba(230,119,80,1)",2018-09-21T00:24:57.588Z,false,12,,week-3-assignment,public,Week 3 Assignment,2018-12-09T18:44:59.092Z,GFwf4gFb2SrTzgwnB,DfvqPYzvpvaomSe9M
jucYnP7TjvmEd2aBC,"rgba(43,108,236,1)",2018-09-21T02:34:01.282Z,true,8,,week-3,public,Week 3,2018-10-11T21:09:50.712Z,fKE2sTfNXxsDMxGg3,TuAmtRWKepNmGqP46
Bessaz4q4FoJY9Hbf,"rgba(130,166,73,1)",2018-09-21T02:51:24.477Z,true,3,,week3-reflection,public,Week3-Reflection,2018-10-13T03:54:40.906Z,ZyBb5SwtnGSy45fyD,LQpqBPKL2FXWjgR7v
RCyCemKsn4bXX8D9A,"rgb(115,245,212)",2018-09-21T03:43:50.011Z,false,9,,week-3,public,Week 3,2018-12-05T17:15:13.611Z,BJFWQo6gTbiGhreYF,QvTjjShixGBrnpjyN
NoFfthkwZ5kqhpkij,"rgb(0,43,217)",2018-09-21T04:43:16.970Z,false,3,,week-3,public,Week 3,2018-09-21T05:24:56.623Z,zXFnQwb6rdhSQWuGd,wa9fkhCXPgXL5Xca3
h5CctEWovHByZdfCX,"rgb(37,207,251)",2018-09-24T16:02:24.743Z,true,2,,---,public,,2018-09-24T16:02:30.847Z,tLWzZ8LERecHBEYfi,LCRss7udHuczYx65E
du4QyuCbF9t7n5EWe,"rgb(103,49,207)",2018-09-24T16:02:26.290Z,true,3,,---,public,,2018-09-24T16:02:34.560Z,tLWzZ8LERecHBEYfi,LCRss7udHuczYx65E
jxQSGNYfvXzegpCRD,"rgb(137,194,54)",2018-09-24T17:07:29.217Z,false,4,,week-4-92818-assignments,public,Week 4 (9.28.18) Assignments,2018-12-02T17:57:08.504Z,KtmxSfDBijtzjsJYm,vBwmcABpqnaEzfx6A
Zm52mDuQPFZ6A3i42,"rgb(112,215,189)",2018-09-26T16:18:04.971Z,false,2,,p2-reading-reflection,public,P2 - Reading Reflection,2018-09-26T16:19:59.852Z,tLWzZ8LERecHBEYfi,LCRss7udHuczYx65E
FQx8LKom8etMCTgbJ,"rgb(225,18,54)",2018-09-26T16:55:41.527Z,false,3,,week3,public,Week3,2018-09-26T16:55:48.330Z,Enke95Wm2oP979qYz,MbCgpyEDGs5HJz2zZ
bzY9p79JioQ8WefkS,"rgb(194,248,81)",2018-09-26T23:26:17.905Z,false,1,,reading-reflections-week-4,public,Reading Reflections Week 4,2018-11-16T00:46:35.130Z,8nDDuSkJHBZuXp8Mf,qMvJuk48atWs86Z2P
CJ3KsAgTjbn2rQwKJ,"rgb(230,108,139)",2018-09-27T15:22:42.219Z,false,4,,9282018-assignment,public,9.28.2018 Assignment,2018-11-08T15:35:35.750Z,DJ9vY7sdFFLxKMRK6,v6DWKtHSpdxc3gAuK
LEoEcKCdyJaTWRzrp,"rgb(105,166,209)",2018-09-27T19:40:15.853Z,false,1,,second-project,public,Second Project,2018-11-26T20:28:29.908Z,YRMr5ejhtpqiEcoaL,CfPWoJwMZZZhzd5R4
5RP6KX3xjRnpxsxJN,"rgba(119,66,137,1)",2018-09-28T01:31:47.694Z,false,1,,week-4-reading-reflections,public,Week 4 Reading Reflections,2018-12-09T18:44:59.123Z,GFwf4gFb2SrTzgwnB,DfvqPYzvpvaomSe9M
TrJQJB7EADpNdMwvR,"rgb(134,234,137)",2018-09-28T05:17:01.273Z,false,1,,second-project10-19,public,Second Project(10. 19),2018-11-28T22:02:06.812Z,vQSXe2zz7G4khsgmu,ybLMPkKBpg9ihrXd6
eN6a99oFWpBWMbXwf,"rgb(81,205,255)",2018-09-28T14:19:30.472Z,false,1,,week-4-assignments,public,Week 4 Assignments,2018-11-15T21:56:00.668Z,aaYcLwTazjj3DHDgb,4rWq54uPxJJpfDxMB
vk8jfdjomkqkKTwjk,"rgb(26,137,37)",2018-09-28T21:26:32.664Z,false,4,,week-4,public,Week 4,2018-09-28T21:26:41.976Z,zXFnQwb6rdhSQWuGd,wa9fkhCXPgXL5Xca3
pNoMPBD2GB99sLFFn,"rgba(189,234,151,1)",2018-09-28T22:21:17.785Z,false,5,,motivation-of-ol,public,motivation of OL,2018-09-28T22:48:00.347Z,rMbP9kSwdw3Q87Fa7,u8ccEetDJbpFnM8cS
iXMjkPcnXjLJuX4PS,"rgba(105,133,255,1)",2018-09-29T01:31:33.333Z,false,0,,reading,public,READING,2018-11-01T15:42:05.741Z,fKE2sTfNXxsDMxGg3,TuAmtRWKepNmGqP46
XzTLLYNjXc8y2WuvC,"rgba(130,170,75,1)",2018-09-29T04:03:26.856Z,true,4,,week4-reflection,public,Week4-Reflection,2018-10-13T03:55:30.122Z,ZyBb5SwtnGSy45fyD,LQpqBPKL2FXWjgR7v
dxpQEfXPS7L2gwDMF,"rgba(174,213,153,1)",2018-09-29T07:10:00.997Z,false,2,,second-project-oct-19th,public,Second Project - Oct. 19th,2018-11-26T23:32:37.834Z,5fDT25YHWKd98iP5q,ELPZs6vTqhGzzBAzq
RYKGbarYgtTcMMajs,"rgb(122,180,134)",2018-09-29T18:37:34.839Z,false,3,,third-project-nov-16th,public,Third Project - Nov. 16th,2018-11-26T23:32:37.843Z,5fDT25YHWKd98iP5q,ELPZs6vTqhGzzBAzq
AtLoc6j2x99RZGWFr,"rgba(28,108,102,1)",2018-09-29T18:38:03.672Z,false,4,,fourth-project-dec11th,public,Fourth Project - Dec.11th,2018-11-26T23:32:37.813Z,5fDT25YHWKd98iP5q,ELPZs6vTqhGzzBAzq
StrRxbxhvkTTdgKvS,"rgb(163,171,185)",2018-09-29T19:56:36.727Z,false,4,,week4,public,Week4,2018-09-29T19:56:43.345Z,Enke95Wm2oP979qYz,MbCgpyEDGs5HJz2zZ
YtcboJtP2EDKZ7nwT,"rgb(97,159,49)",2018-09-30T01:19:54.054Z,true,4,,week-4,public,Week 4,2018-11-09T06:38:23.009Z,4EMMkd4vtihTuEZ9o,gQvtZmLcpiBooDrCg
xhrJsT7Fjj3vaJzSP,"rgb(3,16,178)",2018-09-30T21:25:03.789Z,false,4,,92818-assignments,public,9.28.18 Assignments,2018-11-08T13:55:32.490Z,FHnjbB9kuE8yrcaiE,W6xf8ypDtqjRzPGZP
bPsRySsMBxySaYCjo,"rgb(166,125,249)",2018-09-11T19:07:26.976Z,false,4,,week-2-sociology-info-context,public,Week 2 Sociology & Info Context,2018-12-04T04:20:10.972Z,naGTTkfNgE2NgAZd9,Xsi7gsQ9TzCsHBgA3
QcXNzSFrTh3xRv8qy,"rgb(42,98,209)",2018-09-23T14:00:59.438Z,false,1,,week-4-courses,public,Week 4 Courses,2018-12-04T04:20:11.025Z,naGTTkfNgE2NgAZd9,Xsi7gsQ9TzCsHBgA3
Fw3sASAtS2WvEsYo5,"rgb(24,208,172)",2018-10-01T15:32:44.757Z,false,5,,week-5-schools,public,Week 5 Schools,2018-12-04T04:20:11.089Z,naGTTkfNgE2NgAZd9,Xsi7gsQ9TzCsHBgA3
wPD3P9iL2A9K8TifE,"rgb(169,92,142)",2018-10-02T19:17:09.155Z,false,5,,week-4,public,Week 4,2018-12-05T17:15:13.601Z,BJFWQo6gTbiGhreYF,QvTjjShixGBrnpjyN
3eW9WDS8pZvjhu6rP,"rgb(7,216,101)",2018-10-02T21:22:18.189Z,true,5,,week-5-assignments,public,Week 5 Assignments,2018-10-18T03:20:18.867Z,aaYcLwTazjj3DHDgb,4rWq54uPxJJpfDxMB
7dryayrR6Hbf9CjjF,"rgb(13,156,46)",2018-10-05T03:34:43.493Z,false,3,,project1-a-learning-theory,public,Project1 A Learning Theory,2018-12-04T04:20:11.277Z,naGTTkfNgE2NgAZd9,Xsi7gsQ9TzCsHBgA3
B53Jq5C2WQC9kTKTm,"rgb(143,60,96)",2018-10-05T16:14:13.935Z,true,5,,week-5,public,Week 5,2018-10-11T21:09:09.997Z,fKE2sTfNXxsDMxGg3,TuAmtRWKepNmGqP46
HEDcmGCavvGeGuPBs,"rgba(65,117,5,1)",2018-10-05T17:09:08.783Z,false,5,,week-5-reading-reflections,public,Week 5 Reading Reflections,2018-12-09T18:44:59.134Z,GFwf4gFb2SrTzgwnB,DfvqPYzvpvaomSe9M
9WEecMhRAQJMgPE58,"rgb(193,175,119)",2018-10-05T17:28:12.547Z,false,5,,week-5-10518-assignments,public,Week 5 (10.5.18) Assignments,2018-12-02T17:57:09.427Z,KtmxSfDBijtzjsJYm,vBwmcABpqnaEzfx6A
SzK3sBqJnAmYFk6jL,"rgba(128,170,82,1)",2018-10-06T01:42:24.822Z,true,5,,week5-reflection,public,Week5-Reflection,2018-10-13T03:56:12.165Z,ZyBb5SwtnGSy45fyD,LQpqBPKL2FXWjgR7v
6rXCzY735ZSbtahgp,"rgba(131,207,235,1)",2018-09-24T02:49:41.706Z,false,1,,second-project,public,Second Project,2018-11-20T03:23:06.701Z,H5EqdPANk2h4N7tTp,4RNqmFgiNjomeMAd2
LkA3JhqFt9iG5B4MM,"rgba(47,203,226,1)",2018-10-06T01:26:20.199Z,true,6,,week-5,public,Week 5,2018-10-27T00:14:47.708Z,H5EqdPANk2h4N7tTp,4RNqmFgiNjomeMAd2
zAKWtG49ia4a8ARe9,"rgb(121,100,167)",2018-10-07T17:40:38.863Z,false,5,,reading-reflections-week-5,public,Reading Reflections Week 5,2018-11-16T00:46:35.140Z,8nDDuSkJHBZuXp8Mf,qMvJuk48atWs86Z2P
W9oKwKPgrDkdjWS82,"rgb(147,56,157)",2018-10-07T21:23:43.576Z,false,9,,reading-reflections-week-6,public,Reading Reflections Week 6,2018-11-16T00:46:35.153Z,8nDDuSkJHBZuXp8Mf,qMvJuk48atWs86Z2P
wP425aM3sRzCWTPAp,"rgb(183,226,170)",2018-10-08T14:36:09.350Z,false,5,,10052018-assignment,public,10.05.2018 Assignment,2018-11-08T15:35:35.814Z,DJ9vY7sdFFLxKMRK6,v6DWKtHSpdxc3gAuK
xHyoYPjkTBfsQctKN,"rgb(98,15,246)",2018-10-08T16:02:31.344Z,false,6,,week-6-101218-assignments,public,Week 6 (10.12.18) Assignments,2018-12-02T17:57:09.462Z,KtmxSfDBijtzjsJYm,vBwmcABpqnaEzfx6A
BZMy3pnNFmPmMFxCX,"rgba(194,96,133,1)",2018-10-08T23:27:41.337Z,false,6,,recorded-vs-live-music,public,recorded vs. live music,2018-10-09T00:04:21.697Z,rMbP9kSwdw3Q87Fa7,u8ccEetDJbpFnM8cS
nutCDTJqFbGYvudS3,"rgba(165,200,127,1)",2018-10-08T23:27:43.065Z,false,7,,university-or-vocational-school,public,university or vocational school?,2018-10-09T01:00:35.575Z,rMbP9kSwdw3Q87Fa7,u8ccEetDJbpFnM8cS
2T5LzFMpDi3FdeuB4,"rgb(32,51,187)",2018-10-09T05:46:44.698Z,false,5,,10518-assignments,public,10.5.18 Assignments,2018-11-08T13:55:32.640Z,FHnjbB9kuE8yrcaiE,W6xf8ypDtqjRzPGZP
LpTsRPRbpCXq4Ht9Z,"rgb(54,74,25)",2018-10-09T06:43:37.438Z,true,6,,---,public,,2018-10-09T06:43:47.159Z,FHnjbB9kuE8yrcaiE,W6xf8ypDtqjRzPGZP
JKZGF69tucXhweSDr,"rgb(170,21,215)",2018-10-09T19:26:03.304Z,false,5,,week-5,public,Week 5,2018-10-09T19:28:05.813Z,zXFnQwb6rdhSQWuGd,wa9fkhCXPgXL5Xca3
PK5k5na2qE7tS7AWc,"rgb(120,191,123)",2018-10-09T19:27:52.578Z,false,6,,week-6,public,Week 6,2018-10-09T19:27:59.714Z,zXFnQwb6rdhSQWuGd,wa9fkhCXPgXL5Xca3
6i6pqnL5Codxdspun,"rgb(79,209,111)",2018-10-10T03:55:55.102Z,false,7,,october-19-session,public,October 19 Session,2018-11-17T13:01:06.992Z,sHzT6ngX98NEDhAP8,WgyfgPKf84bgXbrCZ
3QRRHSTv2t3NZRwPK,"rgba(113,200,220,1)",2018-10-11T21:00:53.458Z,false,8,,architecting-learning-environment,public,architecting learning environment,2018-11-16T00:20:13.317Z,rMbP9kSwdw3Q87Fa7,u8ccEetDJbpFnM8cS
jFHxbHoGA69dHK5vd,"rgba(133,79,39,1)",2018-10-12T19:17:07.809Z,false,9,,week-6-reading-reflections,public,Week 6 Reading Reflections,2018-12-09T18:44:59.145Z,GFwf4gFb2SrTzgwnB,DfvqPYzvpvaomSe9M
dS2h8rziFosQgo2zY,"rgb(75,66,133)",2018-10-12T22:40:41.509Z,false,18,,week-6,public,Week 6,2018-12-05T17:15:13.691Z,BJFWQo6gTbiGhreYF,QvTjjShixGBrnpjyN
2SW6p9e6RHQmT69r9,"rgb(62,43,7)",2018-10-13T01:38:10.184Z,false,1,,reflections-weeks-6-11,public,Reflections (Weeks 6 - 11),2018-12-02T16:49:11.262Z,muYH38EBAz2FHBK2L,6iGSbyGrmvSDQfLX5
JCvHngh9RDNduFoph,"rgb(106,138,250)",2018-10-13T03:16:06.940Z,true,10,,week-6,public,Week 6,2018-10-27T00:16:39.040Z,H5EqdPANk2h4N7tTp,4RNqmFgiNjomeMAd2
6vYeDv6nzKrT5LETW,"rgb(113,3,143)",2018-10-13T03:17:13.733Z,true,5,,week-6,public,Week 6,2018-11-09T06:38:13.283Z,4EMMkd4vtihTuEZ9o,gQvtZmLcpiBooDrCg
KouxHi9Jey9bBNfKy,"rgb(148,121,18)",2018-10-13T03:25:31.822Z,false,9,,101218-assignment,public,10.12.18 Assignment,2018-11-08T15:35:35.824Z,DJ9vY7sdFFLxKMRK6,v6DWKtHSpdxc3gAuK
dYZ5mwhf2uwc5ayhZ,"rgba(123,180,68,1)",2018-10-13T03:50:50.403Z,false,1,,reflections,public,Reflections,2018-12-07T18:46:50.909Z,ZyBb5SwtnGSy45fyD,LQpqBPKL2FXWjgR7v
k3bQyJteXvQHvxJTs,"rgb(153,181,207)",2018-10-13T17:22:37.639Z,false,9,,week-6-assignments,public,Week 6 Assignments,2018-11-15T21:56:00.703Z,aaYcLwTazjj3DHDgb,4rWq54uPxJJpfDxMB
5auxFvi7R2NzftBoe,"rgb(119,166,31)",2018-10-13T19:59:56.317Z,false,6,,101218,public,10.12.18,2018-11-08T13:55:32.669Z,FHnjbB9kuE8yrcaiE,W6xf8ypDtqjRzPGZP
dXN36amMFWezBn2CN,"rgb(214,227,117)",2018-10-14T17:02:11.406Z,false,17,,project-2-active-reading,public,Project 2: Active Reading,2018-11-15T21:56:00.749Z,aaYcLwTazjj3DHDgb,4rWq54uPxJJpfDxMB
oB2bBpsdEoPL89YAC,"rgb(233,178,225)",2018-10-14T21:42:07.148Z,false,13,,week-7-assignments,public,Week 7 Assignments,2018-11-15T21:56:00.739Z,aaYcLwTazjj3DHDgb,4rWq54uPxJJpfDxMB
XCXzNDrGuicTEnS7q,"rgb(248,59,104)",2018-10-17T21:22:43.577Z,false,2,,reading-reflections-week-7,public,Reading Reflections Week 7,2018-11-16T00:46:35.163Z,8nDDuSkJHBZuXp8Mf,qMvJuk48atWs86Z2P
u7v28L223xHwbJPyT,"rgb(134,62,249)",2018-10-18T01:41:22.435Z,false,7,,week-7-101718-assignments,public,Week 7 (10.17.18) Assignments,2018-12-02T17:57:09.499Z,KtmxSfDBijtzjsJYm,vBwmcABpqnaEzfx6A
EiEroEuherR3nKiee,"rgb(87,149,104)",2018-10-18T03:18:57.321Z,false,5,,week-5-assignments,public,Week 5 Assignments,2018-11-15T21:56:00.693Z,aaYcLwTazjj3DHDgb,4rWq54uPxJJpfDxMB
QkvpBDz5rfB7LsxKB,"rgb(175,107,204)",2018-10-18T03:48:33.257Z,false,7,,10182018,public,10.18.2018,2018-11-08T13:55:32.693Z,FHnjbB9kuE8yrcaiE,W6xf8ypDtqjRzPGZP
JSmyWGwzG9DE9E2aG,"rgb(254,134,60)",2018-10-15T15:32:49.806Z,false,9,,week-6-workplace,public,Week 6 Workplace,2018-12-04T04:20:11.109Z,naGTTkfNgE2NgAZd9,Xsi7gsQ9TzCsHBgA3
zY9KqpbyLEzoNTEJB,"rgb(25,9,135)",2018-10-18T17:05:20.580Z,false,14,,week-7,public,Week 7,2018-12-05T17:15:13.681Z,BJFWQo6gTbiGhreYF,QvTjjShixGBrnpjyN
kzmNwkTN48RPWXbxs,"rgba(221,147,123,1)",2018-10-18T18:13:09.646Z,false,9,,play-in-the-libraries,public,play in the libraries?,2018-10-19T00:37:10.360Z,rMbP9kSwdw3Q87Fa7,u8ccEetDJbpFnM8cS
tu5yrtEmxwGF4maTc,"rgb(216,16,73)",2018-10-18T15:30:10.265Z,false,2,,week-7-libraries,public,Week 7 Libraries,2018-12-04T04:20:11.120Z,naGTTkfNgE2NgAZd9,Xsi7gsQ9TzCsHBgA3
cxbg2M2zPyZhxr9cw,"rgb(202,27,233)",2018-10-18T19:48:49.978Z,true,14,,week-7,public,Week 7,2018-10-27T00:18:13.118Z,H5EqdPANk2h4N7tTp,4RNqmFgiNjomeMAd2
mTfFNpxbZGDx9Jmm3,"rgb(133,137,236)",2018-10-18T20:05:48.570Z,true,2,,---,public,,2018-10-18T20:05:57.996Z,muYH38EBAz2FHBK2L,6iGSbyGrmvSDQfLX5
CgQdRRAN8FSXZNL5p,"rgb(116,204,100)",2018-10-19T00:40:20.965Z,false,7,,week-7,public,Week 7,2018-10-19T00:40:28.004Z,zXFnQwb6rdhSQWuGd,wa9fkhCXPgXL5Xca3
2WWAijLynFaDTxjnp,"rgb(30,57,40)",2018-10-19T00:52:01.855Z,false,5,,week5,public,Week5,2018-11-15T05:33:56.909Z,Enke95Wm2oP979qYz,MbCgpyEDGs5HJz2zZ
9cY3swxkMYZfZxYuH,"rgba(27,77,134,1)",2018-10-19T03:17:56.024Z,false,13,,week-7-reading-reflections,public,Week 7 Reading Reflections,2018-12-09T18:44:59.166Z,GFwf4gFb2SrTzgwnB,DfvqPYzvpvaomSe9M
3wJn2uuFKGXaHoAWC,"rgb(24,224,216)",2018-10-19T03:41:06.867Z,false,6,,assignment-101818,public,Assignment 10.18.18,2018-11-08T15:35:35.856Z,DJ9vY7sdFFLxKMRK6,v6DWKtHSpdxc3gAuK
o9v52LNEEvAZhQ8Pi,"rgb(58,175,69)",2018-10-25T20:27:53.455Z,false,2,,third-project,public,Third Project,2018-11-26T20:28:30.295Z,YRMr5ejhtpqiEcoaL,CfPWoJwMZZZhzd5R4
Bm9vzCbSR3TSQCHDc,"rgb(44,151,3)",2018-10-26T23:29:27.038Z,false,12,,week-8-102618-assignments,public,Week 8 (10.26.18) Assignments,2018-12-02T17:57:08.932Z,KtmxSfDBijtzjsJYm,vBwmcABpqnaEzfx6A
YxbkwpMmRKD5vTa46,"rgb(14,179,94)",2018-10-26T23:32:40.879Z,false,8,,project-1,public,Project 1,2018-12-02T17:57:08.700Z,KtmxSfDBijtzjsJYm,vBwmcABpqnaEzfx6A
mn3tiuzAtDy9Rj7go,"rgb(116,88,251)",2018-10-27T00:08:22.664Z,true,18,,week-8,public,Week 8,2018-10-27T00:22:15.471Z,H5EqdPANk2h4N7tTp,4RNqmFgiNjomeMAd2
q8fJ4GC36ciEZY35C,"rgb(246,92,248)",2018-10-27T00:12:35.247Z,true,3,,,public,,2018-10-27T00:12:44.817Z,H5EqdPANk2h4N7tTp,4RNqmFgiNjomeMAd2
QcHFdhD2YTLpRdTz9,"rgb(2,140,94)",2018-10-27T00:28:51.481Z,false,6,,reading-reflections-week-8,public,Reading Reflections Week 8,2018-11-16T00:46:35.184Z,8nDDuSkJHBZuXp8Mf,qMvJuk48atWs86Z2P
yMmi5AzWfy9yqWRP5,"rgba(151,119,153,1)",2018-10-27T05:10:53.300Z,false,2,,week-8-reading-reflections,public,Week 8 Reading Reflections,2018-12-09T18:44:59.176Z,GFwf4gFb2SrTzgwnB,DfvqPYzvpvaomSe9M
5xJgGETinjaxh9fdF,"rgb(47,145,92)",2018-10-29T21:53:46.768Z,false,2,,week-8-assignments,public,Week 8 Assignments,2018-11-15T21:56:00.789Z,aaYcLwTazjj3DHDgb,4rWq54uPxJJpfDxMB
B2Eg7LsY65euQFN8G,"rgb(179,171,127)",2018-10-29T21:54:03.209Z,false,6,,week-9-assignments,public,Week 9 Assignments,2018-11-15T21:56:00.899Z,aaYcLwTazjj3DHDgb,4rWq54uPxJJpfDxMB
3jEcfb4MdFFGajbhX,"rgb(61,79,36)",2018-10-29T21:55:16.959Z,false,18,,project-3-active-reading,public,Project 3: Active Reading,2018-11-15T21:56:01.216Z,aaYcLwTazjj3DHDgb,4rWq54uPxJJpfDxMB
uKnGEgJFzbZ5uX5vE,"rgb(45,37,107)",2018-10-31T23:09:20.049Z,false,2,,third-project-1116,public,Third Project (11.16),2018-11-28T22:02:07.002Z,vQSXe2zz7G4khsgmu,ybLMPkKBpg9ihrXd6
8gMBRWZcrkQbiovY2,"rgb(8,31,98)",2018-10-24T00:50:19.746Z,false,6,,week-8-publishing-online,public,Week 8 Publishing Online,2018-12-04T04:20:11.143Z,naGTTkfNgE2NgAZd9,Xsi7gsQ9TzCsHBgA3
CcZQq6De65Lg4Z49Y,"rgb(172,39,104)",2018-11-01T16:04:31.950Z,false,10,,110218-assignment,public,11.02.18 Assignment,2018-11-08T15:35:35.873Z,DJ9vY7sdFFLxKMRK6,v6DWKtHSpdxc3gAuK
mh6NM7RPejyKAx4jM,"rgb(153,157,254)",2018-11-01T14:48:39.416Z,false,10,,week-9-adaptive-learning,public,Week 9 Adaptive Learning,2018-12-04T04:20:11.155Z,naGTTkfNgE2NgAZd9,Xsi7gsQ9TzCsHBgA3
zkAyWEC3EQe9qAp5k,"rgba(205,117,30,1)",2018-10-22T20:35:11.343Z,false,3,,p3-reading-reflection,public,P3 - Reading Reflection,2018-11-02T21:53:31.419Z,tLWzZ8LERecHBEYfi,LCRss7udHuczYx65E
TzZAAuPemQpNpQ4zi,"rgb(1,228,83)",2018-11-03T00:57:37.725Z,true,7,,week-10,public,Week 10,2018-11-11T19:41:28.034Z,H5EqdPANk2h4N7tTp,4RNqmFgiNjomeMAd2
tQCZ9qGvNqCQGNjXw,"rgb(97,151,30)",2018-11-03T01:03:03.611Z,false,9,,week-9-11218-assignments,public,Week 9 (11.2.18) Assignments,2018-12-02T17:57:09.440Z,KtmxSfDBijtzjsJYm,vBwmcABpqnaEzfx6A
uBSFXANgjHG7hALtB,"rgba(23,120,124,1)",2018-11-03T02:24:29.189Z,false,6,,week-9-reading-reflections,public,Week 9 Reading Reflections,2018-12-09T18:44:59.186Z,GFwf4gFb2SrTzgwnB,DfvqPYzvpvaomSe9M
ujf3Lj64KhjHiLoSK,"rgb(4,48,43)",2018-11-05T23:09:55.869Z,false,10,,reading-reflections-week-9,public,Reading Reflections Week 9,2018-11-16T00:46:35.195Z,8nDDuSkJHBZuXp8Mf,qMvJuk48atWs86Z2P
XDbHfwExXDWZ2NW2e,"rgb(216,161,236)",2018-11-06T00:28:25.250Z,false,8,,102618,public,10.26.18,2018-11-08T13:55:32.611Z,FHnjbB9kuE8yrcaiE,W6xf8ypDtqjRzPGZP
oXz3S2L2HFBx4Mzqu,"rgb(164,230,171)",2018-11-06T00:29:10.031Z,false,9,,11218,public,11.2.18,2018-11-08T13:55:32.650Z,FHnjbB9kuE8yrcaiE,W6xf8ypDtqjRzPGZP
Rewy2zRMSypHLzbw6,"rgb(8,148,51)",2018-11-06T17:26:27.839Z,false,10,,week-10-assignments,public,Week 10 Assignments,2018-11-15T21:56:01.070Z,aaYcLwTazjj3DHDgb,4rWq54uPxJJpfDxMB
uoKQXfmuLJf9fsxiG,"rgba(239,232,148,1)",2018-10-28T21:08:36.187Z,false,10,,content-creation-in-one-dimensional-society,public,content creation in one-dimensional society,2018-11-07T01:13:07.711Z,rMbP9kSwdw3Q87Fa7,u8ccEetDJbpFnM8cS
LMhMedKBk5aCFira5,"rgba(147,163,213,1)",2018-11-07T01:13:10.440Z,false,11,,adaptive-learning-technologies,public,adaptive learning technologies,2018-11-07T01:13:38.223Z,rMbP9kSwdw3Q87Fa7,u8ccEetDJbpFnM8cS
QxDu8nz9S3SokZDxz,"rgb(150,58,176)",2018-11-07T03:58:22.015Z,false,14,,week-10,public,Week 10,2018-12-04T04:20:11.168Z,naGTTkfNgE2NgAZd9,Xsi7gsQ9TzCsHBgA3
82zBENcXgT62yjuNe,"rgb(135,43,134)",2018-11-07T13:28:37.953Z,false,3,,week-1-assignments,public,Week 1 Assignments,2018-11-15T21:56:01.227Z,aaYcLwTazjj3DHDgb,4rWq54uPxJJpfDxMB
cKhWcDqMhzNvXaiR6,"rgb(91,18,58)",2018-11-07T13:28:37.986Z,false,7,,week-2-assignments,public,Week 2 Assignments,2018-11-15T21:56:01.262Z,aaYcLwTazjj3DHDgb,4rWq54uPxJJpfDxMB
hvtbnwNjAbuZ4Wu8F,"rgb(179,190,103)",2018-11-07T13:28:51.493Z,false,11,,week-3-assignments,public,Week 3 Assignments,2018-11-15T21:56:01.272Z,aaYcLwTazjj3DHDgb,4rWq54uPxJJpfDxMB
yjdDkuXbMzBy8bPqK,"rgb(112,146,60)",2018-11-07T16:39:18.626Z,false,8,,week-8,public,Week 8,2018-11-07T16:39:27.927Z,zXFnQwb6rdhSQWuGd,wa9fkhCXPgXL5Xca3
5aLSGWK3mjSRbsWwN,"rgb(143,220,239)",2018-11-07T17:59:14.397Z,false,9,,week-9,public,Week 9,2018-11-07T17:59:23.043Z,zXFnQwb6rdhSQWuGd,wa9fkhCXPgXL5Xca3
zsp483fkKdomSxvpg,"rgb(15,73,165)",2018-11-07T22:20:32.067Z,false,10,,week-10,public,Week 10,2018-11-07T22:20:36.769Z,zXFnQwb6rdhSQWuGd,wa9fkhCXPgXL5Xca3
uC5EMFtXjPbb53oTW,"rgb(165,69,142)",2018-11-07T23:09:33.148Z,false,10,,week-8,public,Week 8,2018-12-05T17:15:13.671Z,BJFWQo6gTbiGhreYF,QvTjjShixGBrnpjyN
AT6zRDS5RTZqp3iKZ,"rgb(94,18,94)",2018-11-08T15:25:49.973Z,false,7,,110818-assignment,public,11.08.18 Assignment,2018-11-08T15:35:35.916Z,DJ9vY7sdFFLxKMRK6,v6DWKtHSpdxc3gAuK
b8LgyrfBXKvDp5N7s,"rgb(52,199,31)",2018-11-08T16:36:07.966Z,false,6,,week6,public,Week6,2018-11-08T16:36:13.431Z,Enke95Wm2oP979qYz,MbCgpyEDGs5HJz2zZ
JbCTsmTopqopy3JXY,"rgb(8,122,242)",2018-11-08T16:36:14.593Z,false,7,,week7,public,Week7,2018-11-08T16:36:19.247Z,Enke95Wm2oP979qYz,MbCgpyEDGs5HJz2zZ
WM5EveTBZwjwf43fT,"rgb(179,42,174)",2018-11-08T16:36:19.406Z,false,8,,week8,public,Week8,2018-11-08T16:36:22.664Z,Enke95Wm2oP979qYz,MbCgpyEDGs5HJz2zZ
43GDidgwnHFethAE4,"rgb(32,66,125)",2018-11-09T06:04:13.460Z,false,3,,week-8,public,Week 8,2018-11-10T01:57:54.450Z,4EMMkd4vtihTuEZ9o,gQvtZmLcpiBooDrCg
WMwg7ngS3wQkzXuST,"rgba(217,83,79,1)",2018-09-11T03:39:15.464Z,false,1,,week-1-3-theory,public,Week 1-3 Theory,2018-11-10T01:57:54.431Z,4EMMkd4vtihTuEZ9o,gQvtZmLcpiBooDrCg
